Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,java:S1450:  "Remove the configProps field and declare it as a local variable in the relevant methods.",MINOR,5min,Key: AYRYwKL5zLdrJGM29xpN Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkConnector.java - startLine: 38;startOffset: 32;endOffset: 43;endLine: 38,Maintenance (Code Smells)
To-Do,New,Normal,java:S2209:  "Change this instance-reference to a static reference.",MAJOR,5min,Key: AYRYwKL5zLdrJGM29xpP Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkConnector.java - startLine: 109;startOffset: 15;endOffset: 25;endLine: 109,Maintenance (Code Smells)
To-Do,New,Normal,java:S2160:  "Override the equals method in this class.",MINOR,30min,Key: AYRYwKLjzLdrJGM29xov Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/config/Sink.java - startLine: 31;startOffset: 13;endOffset: 17;endLine: 31,Maintenance (Code Smells)
To-Do,New,Normal,java:S2160:  "Override the equals method in this class.",MINOR,30min,Key: AYURUUfk-Pd-AMm0ehAj Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/config/SinkConfig.java - startLine: 29;startOffset: 13;endOffset: 23;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMRzLdrJGM29xpq Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkConfigTest.java - startLine: 43;startOffset: 0;endOffset: 6;endLine: 43,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMRzLdrJGM29xpm Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkConfigTest.java - startLine: 49;startOffset: 4;endOffset: 10;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMRzLdrJGM29xpn Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkConfigTest.java - startLine: 69;startOffset: 4;endOffset: 10;endLine: 69,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMRzLdrJGM29xpo Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkConfigTest.java - startLine: 90;startOffset: 4;endOffset: 10;endLine: 90,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMRzLdrJGM29xpp Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkConfigTest.java - startLine: 105;startOffset: 4;endOffset: 10;endLine: 105,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMIzLdrJGM29xph Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkTaskTest.java - startLine: 47;startOffset: 0;endOffset: 6;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMIzLdrJGM29xpf Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkTaskTest.java - startLine: 71;startOffset: 4;endOffset: 10;endLine: 71,Maintenance (Code Smells)
To-Do,New,Normal,java:S2699:  "Add at least one assertion to this test case.",BLOCKER,10min,Key: AYRYwKMIzLdrJGM29xpe Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkTaskTest.java - startLine: 87;startOffset: 16;endOffset: 26;endLine: 87,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMIzLdrJGM29xpg Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SinkTaskTest.java - startLine: 87;startOffset: 4;endOffset: 10;endLine: 87,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMDzLdrJGM29xpc Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceConfigTest.java - startLine: 218;startOffset: 4;endOffset: 10;endLine: 218,Maintenance (Code Smells)
To-Do,New,Normal,java:S2187:  "Add some tests to this class.",BLOCKER,5min,Key: AYRYwJxmzLdrJGM29xCA Path: Analisi-1:plc4j/drivers/modbus/src/test/java/org/apache/plc4x/java/modbus/ManualModbusDriverTest.java - startLine: 27;startOffset: 13;endOffset: 35;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,java:S125:  "This block of commented-out lines of code should be removed.",MAJOR,5min,Key: AYRYwKU-zLdrJGM29xxv Path: Analisi-1:plc4j/examples/hello-world-plc4x-read/src/main/java/org/apache/plc4x/java/examples/helloplc4x/read/HelloPlc4xRead.java - startLine: 74;startOffset: 14;endOffset: 65;endLine: 74,Maintenance (Code Smells)
To-Do,New,Normal,java:S125:  "This block of commented-out lines of code should be removed.",MAJOR,5min,Key: AYRYwKU-zLdrJGM29xxw Path: Analisi-1:plc4j/examples/hello-world-plc4x-read/src/main/java/org/apache/plc4x/java/examples/helloplc4x/read/HelloPlc4xRead.java - startLine: 80;startOffset: 14;endOffset: 54;endLine: 80,Maintenance (Code Smells)
To-Do,New,Normal,java:S1450:  "Remove the configProps field and declare it as a local variable in the relevant methods.",MINOR,5min,Key: AYRYwKL-zLdrJGM29xpS Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSourceConnector.java - startLine: 39;startOffset: 32;endOffset: 43;endLine: 39,Maintenance (Code Smells)
To-Do,New,Normal,java:S2209:  "Change this instance-reference to a static reference.",MAJOR,5min,Key: AYRYwKL-zLdrJGM29xpU Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSourceConnector.java - startLine: 128;startOffset: 15;endOffset: 27;endLine: 128,Maintenance (Code Smells)
To-Do,New,Normal,java:S2160:  "Override the equals method in this class.",MINOR,30min,Key: AYURUUe_-Pd-AMm0ehAh Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/config/Job.java - startLine: 27;startOffset: 13;endOffset: 16;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,java:S2160:  "Override the equals method in this class.",MINOR,30min,Key: AYURUUeo-Pd-AMm0ehAe Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/config/JobReference.java - startLine: 25;startOffset: 13;endOffset: 25;endLine: 25,Maintenance (Code Smells)
To-Do,New,Normal,java:S3626:  "Remove this redundant jump.",MINOR,1min,Key: AYURUUeo-Pd-AMm0ehAf Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/config/JobReference.java - startLine: 37;startOffset: 8;endOffset: 15;endLine: 37,Maintenance (Code Smells)
To-Do,New,Normal,java:S2160:  "Override the equals method in this class.",MINOR,30min,Key: AYRYwKLszLdrJGM29xo5 Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/config/Source.java - startLine: 30;startOffset: 13;endOffset: 19;endLine: 30,Maintenance (Code Smells)
To-Do,New,Normal,java:S2160:  "Override the equals method in this class.",MINOR,30min,Key: AYURUUeg-Pd-AMm0ehAc Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/config/SourceConfig.java - startLine: 29;startOffset: 13;endOffset: 25;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,java:S5411:  "Use a primitive boolean expression here.",MINOR,5min,Key: AYURUUeg-Pd-AMm0ehAb Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/config/SourceConfig.java - startLine: 60;startOffset: 21;endOffset: 26;endLine: 60,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMDzLdrJGM29xpX Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceConfigTest.java - startLine: 92;startOffset: 4;endOffset: 10;endLine: 92,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMDzLdrJGM29xpY Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceConfigTest.java - startLine: 144;startOffset: 4;endOffset: 10;endLine: 144,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMDzLdrJGM29xpZ Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceConfigTest.java - startLine: 164;startOffset: 4;endOffset: 10;endLine: 164,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMDzLdrJGM29xpa Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceConfigTest.java - startLine: 185;startOffset: 4;endOffset: 10;endLine: 185,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMDzLdrJGM29xpb Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceConfigTest.java - startLine: 200;startOffset: 4;endOffset: 10;endLine: 200,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMMzLdrJGM29xpk Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceTaskTest.java - startLine: 40;startOffset: 0;endOffset: 6;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMMzLdrJGM29xpi Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceTaskTest.java - startLine: 63;startOffset: 4;endOffset: 10;endLine: 63,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYRYwKMMzLdrJGM29xpj Path: Analisi-1:plc4j/integrations/apache-kafka/src/test/java/org/apache/plc4x/kafka/config/SourceTaskTest.java - startLine: 76;startOffset: 4;endOffset: 10;endLine: 76,Maintenance (Code Smells)
To-Do,New,Normal,java:S2187:  "Add some tests to this class.",BLOCKER,5min,Key: AYRYwJ4fzLdrJGM29xIH Path: Analisi-1:plc4j/drivers/ads/src/test/java/org/apache/plc4x/protocol/ads/ManualAdsDriverTest.java - startLine: 32;startOffset: 13;endOffset: 32;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,java:S2187:  "Add some tests to this class.",BLOCKER,5min,Key: AYRYwJ4ZzLdrJGM29xIG Path: Analisi-1:plc4j/drivers/ads/src/test/java/org/apache/plc4x/protocol/ads/ManualParserSerializerTest.java - startLine: 27;startOffset: 13;endOffset: 39;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,java:S5993:  "Change the visibility of this constructor to protected.",MAJOR,2min,Key: AYRYwKQ4zLdrJGM29xtB Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/manual/ManualTest.java - startLine: 48;startOffset: 4;endOffset: 10;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to long.",MINOR,5min,Key: AYRYwJnyzLdrJGM29w8t Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/values/PlcLTIME.java - startLine: 55;startOffset: 26;endOffset: 32;endLine: 55,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to long.",MINOR,5min,Key: AYRYwJnQzLdrJGM29w8f Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/values/PlcTIME.java - startLine: 54;startOffset: 26;endOffset: 32;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,java:S1450:  "Remove the config field and declare it as a local variable in the relevant methods.",MINOR,5min,Key: AYURUUgK-Pd-AMm0ehAm Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java - startLine: 114;startOffset: 27;endOffset: 33;endLine: 114,Maintenance (Code Smells)
To-Do,New,Normal,java:S6213:  "Rename this variable to not match a restricted identifier.",MAJOR,5min,Key: AYURUUgK-Pd-AMm0ehAr Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java - startLine: 182;startOffset: 19;endOffset: 25;endLine: 182,Maintenance (Code Smells)
To-Do,New,Normal,java:S2178:  "Correct this & to &&.",BLOCKER,5min,Key: AYURUUgK-Pd-AMm0ehAt Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java - startLine: 204;startOffset: 70;endOffset: 71;endLine: 204,Maintenance (Code Smells)
To-Do,New,Normal,java:S1940:  "Use the opposite operator (!=) instead.",MINOR,2min,Key: AYURUUgK-Pd-AMm0ehAu Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java - startLine: 204;startOffset: 72;endOffset: 87;endLine: 204,Maintenance (Code Smells)
To-Do,New,Normal,java:S2142:  "Either re-interrupt this method or rethrow the InterruptedException that can be caught here.",MAJOR,15min,Key: AYURUUgK-Pd-AMm0ehAv Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java - startLine: 238;startOffset: 21;endOffset: 32;endLine: 238,Reliability (Bugs)
To-Do,New,Normal,java:S2925:  "Remove this use of Thread.sleep().",MAJOR,20min,Key: AYRYwJwhzLdrJGM29xBN Path: Analisi-1:plc4j/spi/src/test/java/org/apache/plc4x/java/spi/Plc4xNettyWrapperTest.java - startLine: 91;startOffset: 15;endOffset: 20;endLine: 91,Maintenance (Code Smells)
To-Do,New,Normal,java:S3776:  "Refactor this method to reduce its Cognitive Complexity from 30 to the 15 allowed.",CRITICAL,20min,Key: AYRYwJyqzLdrJGM29xCr Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/protocol/KnxNetIpProtocolLogic.java - startLine: 89;startOffset: 16;endOffset: 25;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKXEzLdrJGM29xzd Path: Analisi-1:plc4j/transports/tcp/src/main/java/org/apache/plc4x/java/transport/tcp/TcpTransport.java - startLine: 34;startOffset: 39;endOffset: 44;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKXEzLdrJGM29xze Path: Analisi-1:plc4j/transports/tcp/src/main/java/org/apache/plc4x/java/transport/tcp/TcpTransport.java - startLine: 34;startOffset: 50;endOffset: 55;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKXEzLdrJGM29xzf Path: Analisi-1:plc4j/transports/tcp/src/main/java/org/apache/plc4x/java/transport/tcp/TcpTransport.java - startLine: 34;startOffset: 102;endOffset: 107;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKXEzLdrJGM29xzg Path: Analisi-1:plc4j/transports/tcp/src/main/java/org/apache/plc4x/java/transport/tcp/TcpTransport.java - startLine: 34;startOffset: 28;endOffset: 33;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKXEzLdrJGM29xzh Path: Analisi-1:plc4j/transports/tcp/src/main/java/org/apache/plc4x/java/transport/tcp/TcpTransport.java - startLine: 34;startOffset: 17;endOffset: 22;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKVEzLdrJGM29xx0 Path: Analisi-1:plc4j/transports/udp/src/main/java/org/apache/plc4x/java/transport/udp/UdpTransport.java - startLine: 34;startOffset: 28;endOffset: 33;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKVEzLdrJGM29xx1 Path: Analisi-1:plc4j/transports/udp/src/main/java/org/apache/plc4x/java/transport/udp/UdpTransport.java - startLine: 34;startOffset: 102;endOffset: 107;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKVEzLdrJGM29xxx Path: Analisi-1:plc4j/transports/udp/src/main/java/org/apache/plc4x/java/transport/udp/UdpTransport.java - startLine: 34;startOffset: 39;endOffset: 44;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKVEzLdrJGM29xxy Path: Analisi-1:plc4j/transports/udp/src/main/java/org/apache/plc4x/java/transport/udp/UdpTransport.java - startLine: 34;startOffset: 50;endOffset: 55;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S6353:  "Use concise character class syntax '\\d' instead of '[0-9]'.",MINOR,5min,Key: AYRYwKVEzLdrJGM29xxz Path: Analisi-1:plc4j/transports/udp/src/main/java/org/apache/plc4x/java/transport/udp/UdpTransport.java - startLine: 34;startOffset: 17;endOffset: 22;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S101:  "Rename this class name to match the regular expression '^[A-Z][a-zA-Z0-9]*$'.",MINOR,5min,Key: AYRYwJm2zLdrJGM29w8R Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/values/PlcTIME_OF_DAY.java - startLine: 34;startOffset: 13;endOffset: 27;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,java:S131:  "Complete cases by adding the missing enum constants or add a default case to this switch.",CRITICAL,5min,Key: AYRYwKbyzLdrJGM29x2b Path: Analisi-1:code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java - startLine: 175;startOffset: 8;endOffset: 14;endLine: 175,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable connectionName.",MAJOR,15min,Key: AYURUUgK-Pd-AMm0ehAn Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java - startLine: 120;startOffset: 30;endOffset: 72;endLine: 120,Maintenance (Code Smells)
To-Do,New,Normal,java:S1481:  "Remove this unused connectionName local variable.",MINOR,5min,Key: AYURUUgK-Pd-AMm0ehAo Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java - startLine: 120;startOffset: 15;endOffset: 29;endLine: 120,Maintenance (Code Smells)
To-Do,New,Normal,java:S3626:  "Remove this redundant jump.",MINOR,1min,Key: AYURUUgK-Pd-AMm0ehAq Path: Analisi-1:plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java - startLine: 262;startOffset: 8;endOffset: 15;endLine: 262,Maintenance (Code Smells)
To-Do,New,Normal,java:S3776:  "Refactor this method to reduce its Cognitive Complexity from 30 to the 15 allowed.",CRITICAL,20min,Key: AYRYwJ6zzLdrJGM29xKF Path: Analisi-1:plc4j/drivers/firmata/src/main/java/org/apache/plc4x/java/firmata/readwrite/protocol/FirmataProtocolLogic.java - startLine: 199;startOffset: 19;endOffset: 38;endLine: 199,Maintenance (Code Smells)
